"","Term","P.value","Z.score","Genes"
"244","urate metabolic process (GO:0046415)",0.0123897864654475,-2.34847840536172,"GCKR;LRRC16A"
"245","positive regulation of reactive oxygen species metabolic process (GO:2000379)",0.0137864386910403,-2.24322040452026,"ROMO1;TGFBR2;SOD1"
"246","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.0120275917685714,-2.17054793635472,"PSMA5;CRADD;PSME4;CASP2"
"247","regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)",0.0137864386910403,-2.23711004656311,"SMAD4;TGFB3;ACVR2A"
"248","signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431)",0.0126495108130238,-2.16904064333385,"PSMA5;CRADD;PSME4;CASP2"
"249","intracellular signal transduction involved in G1 DNA damage checkpoint (GO:1902400)",0.0126495108130238,-2.16542592055664,"PSMA5;CRADD;PSME4;CASP2"
"250","signal transduction involved in mitotic DNA damage checkpoint (GO:1902402)",0.013291614215931,-2.16382222463323,"PSMA5;CRADD;PSME4;CASP2"
"251","signal transduction involved in mitotic DNA integrity checkpoint (GO:1902403)",0.013291614215931,-2.16054658307622,"PSMA5;CRADD;PSME4;CASP2"
"252","signal transduction involved in mitotic cell cycle checkpoint (GO:0072413)",0.013291614215931,-2.15378179604102,"PSMA5;CRADD;PSME4;CASP2"
"253","mammary gland epithelial cell differentiation (GO:0060644)",0.0185706175018378,-2.31946580866305,"ZNF703;PRLR"
"254","regulation of SMAD protein import into nucleus (GO:0060390)",0.0143295222107155,-2.16557926275606,"SMAD4;TGFB3"
"255","termination of G-protein coupled receptor signaling pathway (GO:0038032)",0.0147918792514975,-2.17614894038314,"RGS5;RGS19;RGS1"
"256","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)",0.013291614215931,-2.11961905179306,"NR4A1;IL24;CD27;RFFL"
"257","gland morphogenesis (GO:0022612)",0.0143295222107155,-2.1520163324352,"TGFB3;TGFBR2"
"258","metallo-sulfur cluster assembly (GO:0031163)",0.0163909795117641,-2.21270439832328,"HSCB;NARFL"
"259","iron-sulfur cluster assembly (GO:0016226)",0.0163909795117641,-2.20404600558975,"HSCB;NARFL"
"260","signal transduction involved in DNA damage checkpoint (GO:0072422)",0.014637212423263,-2.1390208151847,"PSMA5;CRADD;PSME4;CASP2"
"261","signal transduction involved in DNA integrity checkpoint (GO:0072401)",0.014637212423263,-2.13572361187864,"PSMA5;CRADD;PSME4;CASP2"
"262","regulation of endopeptidase activity (GO:0052548)",0.0201136668008361,-2.30589588119228,"SOX2;NR4A1;SERPINA3;CRADD;CDKN2A;IL24;CASP2;CD27;PI3;RFFL"
"263","signal transduction involved in cell cycle checkpoint (GO:0072395)",0.0153411072039783,-2.12740417130317,"PSMA5;CRADD;PSME4;CASP2"
"264","positive regulation of stem cell differentiation (GO:2000738)",0.0147918792514975,-2.10218138128797,"SMAD4;TGFB3;ZNF703"
"265","negative regulation of cysteine-type endopeptidase activity (GO:2000117)",0.014637212423263,-2.08080248409866,"NR4A1;IL24;CD27;RFFL"
"266","aging (GO:0007568)",0.0192909635850343,-2.21560909987773,"CDKN2A;TGFB3;CASP2;ROMO1;FADS1;SOD1;TGFBR2"
"267","regulation of leukocyte differentiation (GO:1902105)",0.0221959619379927,-2.21413425110083,"IL21;CDKN2A;IFNB1;CD27;MITF;SOD1;TGFBR2"
"268","termination of signal transduction (GO:0023021)",0.0180514278683449,-2.07625125000991,"RGS5;RGS19;RGS1"
"269","negative regulation of cytokine production involved in immune response (GO:0002719)",0.0232706300299267,-2.2120684833409,"TGFB3;IFNB1"
"270","regulation of JAK-STAT cascade (GO:0046425)",0.0183682979988955,-2.0688026886197,"IL21;ARL2BP;IL24;CRLF3"
"271","regulation of organ growth (GO:0046620)",0.0168120303414774,-2.00897522740173,"COL14A1;WWC2;TGFBR2;SOD1"
"272","regulation of production of molecular mediator of immune response (GO:0002700)",0.0208655129847194,-2.11015079883453,"IL21;SEMA7A;TGFB3;IFNB1"
"273","positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)",0.0229690279641802,-2.13938905525513,"IL21;ARL2BP;IL24"
"274","positive regulation of protein import into nucleus (GO:0042307)",0.0217419118596678,-2.10598310679252,"SMAD4;TGFB3;IL18;CD27"
"275","L-amino acid transport (GO:0015807)",0.0243007954418472,-2.12502633125543,"SLC36A1;SLC7A5;SLC11A1"
"276","peptidyl-lysine trimethylation (GO:0018023)",0.0257842769943343,-2.15516505576214,"SETD3;SUV39H1"
"277","rRNA processing (GO:0006364)",0.0218825279851845,-2.05825124042778,"UTP6;CIRH1A;CDKN2A;SUV39H1;WBP11"
"278","inner ear development (GO:0048839)",0.0229690279641802,-2.06591086917845,"SOX2;TGFB3;LPPR4"
"279","positive regulation of cell morphogenesis involved in differentiation (GO:0010770)",0.0240409145517406,-2.0835622560361,"SEMA7A;SMAD4;TGFB3;ZNF703;LRRC16A"
"280","regulation of reactive oxygen species metabolic process (GO:2000377)",0.0226405258183741,-2.03125946845804,"MYCN;ROMO1;TGFBR2;SOD1"
"281","positive regulation of protein localization to nucleus (GO:1900182)",0.0254708158270694,-2.08106663061219,"SMAD4;TGFB3;IL18;CD27"
"282","regulation of G1/S transition of mitotic cell cycle (GO:2000045)",0.0287582118293516,-2.14678618250566,"PSMA5;MTBP;CRADD;PSME4;CASP2"
"283","membrane invagination (GO:0010324)",0.0257842769943343,-2.07865870775863,"ATG7;GULP1"
"284","regulation of interleukin-17 production (GO:0032660)",0.028402647016081,-2.1231104380619,"IL21;IL18"
"285","chromatin assembly (GO:0031497)",0.0311225459534828,-2.16495229211278,"CDKN2A;BAHD1"
"286","regulation of cell cycle G1/S phase transition (GO:1902806)",0.0304517287101995,-2.14655018549464,"PSMA5;MTBP;CRADD;PSME4;CASP2"
"287","mesenchymal cell differentiation (GO:0048762)",0.0368544813121787,-2.25359824909201,"SMAD4;WNT10A"
"288","chromatin silencing (GO:0006342)",0.0311225459534828,-2.13944106840872,"SUV39H1;DNMT3B"
"289","rRNA metabolic process (GO:0016072)",0.0263320361128678,-2.03938888736139,"UTP6;CIRH1A;CDKN2A;SUV39H1;WBP11"
"290","positive regulation of response to wounding (GO:1903036)",0.0295973153044878,-2.09620872506164,"IL21;IL18;REG3G;SCARF1;TGFBR2"
"291","negative regulation of production of molecular mediator of immune response (GO:0002701)",0.0311225459534828,-2.11797212287015,"TGFB3;IFNB1"
"292","regulation of protein modification by small protein conjugation or removal (GO:1903320)",0.0326972113184559,-2.10869611270824,"PSMA5;FANCI;ITCH;CDKN2A;PSME4;TRIB3;ATG7"
"293","negative regulation of organ growth (GO:0046621)",0.0368544813121787,-2.15216263608003,"WWC2;TGFBR2"
"294","positive regulation of interferon-gamma production (GO:0032729)",0.031572138639301,-2.03736913969506,"IL21;SLC11A1;IL18"
"295","DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.0328711006369487,-2.05541667962946,"PSMA5;CRADD;PSME4;CASP2"
"296","regulation of T cell differentiation in thymus (GO:0033081)",0.0339408453600991,-2.07328240702818,"CDKN2A;SOD1"
"297","protein complex disassembly (GO:0043241)",0.0313215200214141,-2.01580170545689,"SMARCD1;KIF2A;RPS5;RPL36;RPL29"
"298","positive regulation of natural killer cell activation (GO:0032816)",0.0339408453600991,-2.0287048694942,"IL21;IL18"
"299","cell fate commitment (GO:0045165)",0.0331074931904917,-2.0048596944721,"SOX2;WNT10A;SMAD4;MITF;PITX1"
"300","negative regulation of T cell differentiation (GO:0045581)",0.0461377131825546,-2.21992763218104,"IFNB1;CDKN2A"
"301","antigen processing and presentation of peptide antigen (GO:0048002)",0.0370245335607885,-2.06861522351475,"PSMA5;SEC61A2;KIF2A;SLC11A1;PSME4;DCTN3"
"302","positive regulation of nucleocytoplasmic transport (GO:0046824)",0.0363883323663236,-2.02849319174026,"SMAD4;TGFB3;IL18;CD27"
"303","hormone-mediated signaling pathway (GO:0009755)",0.0351927363807064,-1.99906183725318,"NR4A1;NR1H2;REN;PRLR"
"304","extrinsic apoptotic signaling pathway (GO:0097191)",0.0340203367160535,-1.9747794314087,"CRADD;BAG3;CD27;CASP2"
"305","adaptive immune response (GO:0002250)",0.0328711006369487,-1.94806814176802,"IFNB1;SLC11A1;IL18;CD27"
"306","protein polyubiquitination (GO:0000209)",0.037852466716896,-2.02501557960061,"PSMA5;SOX2;ITCH;CDKN2A;PSME4;RFFL"
"307","regulation of tyrosine phosphorylation of STAT protein (GO:0042509)",0.033148241847242,-1.93845871579036,"IL21;ARL2BP;IL24"
"308","regulation of epithelial to mesenchymal transition (GO:0010717)",0.031572138639301,-1.90638088970473,"SMAD4;TGFB3;ZNF703"
"309","positive regulation of NF-kappaB import into nucleus (GO:0042346)",0.0368544813121787,-1.99361680441152,"IL18;CD27"
"310","cell junction organization (GO:0034330)",0.04040692461926,-2.03095676157176,"TGFB3;ZNF703;TESK1;SHROOM2;MLLT4;TNS1"
"311","ncRNA processing (GO:0034470)",0.0420674489157103,-2.05089010262882,"TRUB1;UTP6;CIRH1A;CDKN2A;SUV39H1;TRMT2B;WBP11"
"312","branching morphogenesis of an epithelial tube (GO:0048754)",0.0398513692107054,-1.99034667658501,"SOX2;SMAD4;MYCN;CCL11;TGFBR2"
"313","phospholipid catabolic process (GO:0009395)",0.0398604532765631,-1.98657109660938,"SMPD4;INPP5F"
"314","negative regulation of cell cycle G1/S phase transition (GO:1902807)",0.042714930727192,-2.02848602607486,"PSMA5;CRADD;PSME4;CASP2"
"315","negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)",0.042714930727192,-2.02563366743856,"PSMA5;CRADD;PSME4;CASP2"
"316","positive regulation of tissue remodeling (GO:0034105)",0.0461377131825546,-2.05495402779019,"IL21;IL18"
"317","macromolecular complex disassembly (GO:0032984)",0.0408780139720158,-1.95934962276176,"SMARCD1;KIF2A;RPS5;RPL36;RPL29"
"318","regulation of T cell differentiation (GO:0045580)",0.0401145239581849,-1.94101382830476,"CDKN2A;IFNB1;SOD1;TGFBR2"
"319","positive regulation of kinase activity (GO:0033674)",0.0558176277926714,-2.15456127465101,"ZBTB17;GCKR;TGFB3;SLC11A1;SPDYA;EXTL3;PRLR;TGFBR2;ADCY5;SOD1;VAV2"
"320","protein import into nucleus, translocation (GO:0000060)",0.0398604532765631,-1.9060602652506,"GCKR;SLC11A1"
"321","cellular response to interleukin-4 (GO:0071353)",0.0494033068476195,-2.03530983348202,"IL24;KLK9"
"322","endoderm development (GO:0007492)",0.0398604532765631,-1.89205775119122,"SMAD4;KIF16B"
"323","regulation of T cell activation (GO:0050863)",0.0576800797151911,-2.13267900051022,"IL21;CDKN2A;IFNB1;IL18;PDCD1;SOD1;TGFBR2"
"324","sensory organ development (GO:0007423)",0.0481946254371961,-1.98958162363869,"SOX2;WNT10A;SHROOM2;MITF"
"325","regulation of ubiquitin-protein transferase activity (GO:0051438)",0.0481946254371961,-1.96239869805776,"PSMA5;CDKN2A;PSME4;TRIB3"
"326","positive regulation of cytokine production involved in immune response (GO:0002720)",0.0494033068476195,-1.97192090214047,"IL21;SEMA7A"
"327","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)",0.0398537706939384,-1.83938880444537,"SLC11A1;IL18;CD27"
"328","protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)",0.0398537706939384,-1.82542495326327,"ITCH;UHRF1;RFFL"
"329","regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)",0.0481946254371961,-1.90283265444366,"SMAD4;TGFB3;ZNF703;TGFBR2"
"330","signal transduction in response to DNA damage (GO:0042770)",0.0525476623742283,-1.95626393340486,"PSMA5;CRADD;PSME4;CASP2"
"331","glycosphingolipid metabolic process (GO:0006687)",0.0471909081993203,-1.8578571247193,"CTSA;SMPD4;CERK"
"332","negative regulation of gene expression, epigenetic (GO:0045814)",0.0527498457907272,-1.92534598379828,"SUV39H1;DNMT3B"
"333","cell aging (GO:0007569)",0.0491219970918811,-1.87741735296907,"CDKN2A;ROMO1;SOD1"
"334","generation of precursor metabolites and energy (GO:0006091)",0.0629548571352169,-2.04082964840959,"LDHB;FASTKD2;COX17;AKAP5;CROT;COX6C;GAPDH;ATP5J2;ADCY5"
"335","microtubule-based process (GO:0007017)",0.0667526772614326,-2.08043482539536,"C11ORF63;KIF2A;KIF16B;DCTN3;DNHD1;PEX1;KLK9;GAPDH;SOD1;TUBA8"
"336","regulation of ligase activity (GO:0051340)",0.0555649210060062,-1.92708202850131,"PSMA5;CDKN2A;PSME4;TRIB3"
"337","pituitary gland development (GO:0021983)",0.0561746297635346,-1.9134128361969,"SOX2;PITX1"
"338","glycerolipid catabolic process (GO:0046503)",0.0527498457907272,-1.86516635635195,"SMPD4;INPP5F"
"339","positive regulation of protein modification by small protein conjugation or removal (GO:1903322)",0.0594849103805036,-1.94210088357988,"PSMA5;FANCI;CDKN2A;PSME4;TRIB3"
"340","endocytosis (GO:0006897)",0.0666573854419718,-2.00724447811628,"MRC2;SNX2;SLC11A1;TULP1;TINAG;SCARF1;TGFBR2;ASGR2"
"341","regulation of fatty acid biosynthetic process (GO:0042304)",0.0561746297635346,-1.87848774853701,"NR1H2;TRIB3"
"342","positive regulation of stem cell proliferation (GO:2000648)",0.0530983086923819,-1.83935510152039,"SOX2;MYCN;TGFBR2"
"343","neutral amino acid transport (GO:0015804)",0.0527498457907272,-1.82024490589403,"SLC36A1;SLC7A5"
"344","regulation of protein ubiquitination (GO:0031396)",0.0635930459295734,-1.94366138251158,"PSMA5;FANCI;CDKN2A;PSME4;TRIB3;ATG7"
"345","developmental growth (GO:0048589)",0.0661440117805338,-1.95132976265279,"SEMA7A;SMAD4;EVC;CCL11;PRLR"
"346","negative regulation of G-protein coupled receptor protein signaling pathway (GO:0045744)",0.0491219970918811,-1.75408827419462,"RGS5;RGS19;RGS1"
"347","response to wounding (GO:0009611)",0.0717591135523141,-1.98625134940954,"SOX2;SLC11A1;IL24;TGFBR2;SOD1"
"348","morphogenesis of a branching epithelium (GO:0061138)",0.0647801279821227,-1.90626307284756,"SOX2;SMAD4;CCL11;MYCN;TGFBR2"
"349","regulation of bone mineralization (GO:0030500)",0.0572246743388453,-1.81386264459302,"PHOSPHO1;TGFB3;ACVR2A"
"350","SRP-dependent cotranslational protein targeting to membrane (GO:0006614)",0.0555649210060062,-1.78916847299957,"SRP72;RPS5;RPL36;RPL29"
"351","peptidyl-lysine methylation (GO:0018022)",0.0596750153846763,-1.83162279558354,"SETD3;SUV39H1"
"352","regulation of natural killer cell activation (GO:0032814)",0.0596750153846763,-1.82325957962372,"IL21;IL18"
"353","regulation of intracellular pH (GO:0051453)",0.0596750153846763,-1.80833063391708,"SLC11A1;TMEM165"
"354","cellular response to mechanical stimulus (GO:0071260)",0.0593432875871286,-1.79715276952639,"CRADD;BAG3;CASP2"
"355","cotranslational protein targeting to membrane (GO:0006613)",0.058673841487894,-1.77761052738622,"SRP72;RPS5;RPL36;RPL29"
"356","regulation of collagen metabolic process (GO:0010712)",0.0632484151087348,-1.8209903008975,"FAP;TGFB3"
"357","negative regulation of endopeptidase activity (GO:0010951)",0.075691802192007,-1.9420400478712,"SERPINA3;NR4A1;IL24;CD27;PI3;RFFL"
"358","protein targeting to ER (GO:0045047)",0.0602625065486953,-1.76468637619587,"SRP72;RPS5;RPL36;RPL29"
"359","cellular protein complex disassembly (GO:0043624)",0.0635078628344575,-1.79117424340194,"KIF2A;RPS5;RPL36;RPL29"
"360","nervous system development (GO:0007399)",0.0764651682902133,-1.90974370911128,"SMARCD1;SLC7A5;KIF2A;FEZ2;TBCB;PCDH1;PCDHAC2"
"361","regulation of lymphocyte activation (GO:0051249)",0.0882525232362986,-2.00172168844133,"IL21;CDKN2A;IFNB1;IL18;CD27;PDCD1;TGFBR2;SOD1"
"362","negative regulation of cytokine-mediated signaling pathway (GO:0001960)",0.0668922962326426,-1.79116437837088,"NR1H2;RFFL"
"363","morphogenesis of a branching structure (GO:0001763)",0.0761370648068496,-1.8722435816877,"SOX2;SMAD4;CCL11;MYCN;TGFBR2"
"364","antigen processing and presentation of exogenous peptide antigen (GO:0002478)",0.0776279142520067,-1.87635124919501,"PSMA5;SEC61A2;KIF2A;DCTN3;PSME4"
"365","antigen processing and presentation (GO:0019882)",0.0795598480959799,-1.89195309147882,"PSMA5;SEC61A2;KIF2A;SLC11A1;PSME4;DCTN3"
"366","regulation of cellular pH (GO:0030641)",0.0668922962326426,-1.76600296258124,"SLC11A1;TMEM165"
"367","cyclic purine nucleotide metabolic process (GO:0052652)",0.070604179894043,-1.80165853104305,"GUCY2D;ADCY5"
"368","establishment of protein localization to endoplasmic reticulum (GO:0072599)",0.0668433491272044,-1.73861262950792,"SRP72;RPS5;RPL36;RPL29"
"369","chromatin remodeling (GO:0006338)",0.0720138980308271,-1.78654677852,"SMARCD1;CDKN2A;BAHD1;PSME4"
"370","regulation of biomineral tissue development (GO:0070167)",0.0704761831523913,-1.7682724466072,"PHOSPHO1;TGFB3;ACVR2A"
"371","embryonic morphogenesis (GO:0048598)",0.0890154060804728,-1.93618629054547,"SOX2;ZBTB17;SMAD4;MYCN;TGFB3;PITX1;TBX4;ACVR2A;TGFBR2"
"372","antigen processing and presentation of exogenous antigen (GO:0019884)",0.080656643038949,-1.85574180280555,"PSMA5;SEC61A2;KIF2A;DCTN3;PSME4"
"373","regulation of gene expression, epigenetic (GO:0040029)",0.0792157274803018,-1.82943030240425,"SMARCD1;APOBEC3F;SUV39H1;DNMT3B"
"374","cyclic nucleotide biosynthetic process (GO:0009190)",0.0743816401044475,-1.77328001451068,"GUCY2D;ADCY5"
"375","negative regulation of peptidase activity (GO:0010466)",0.0862492014578164,-1.87623412114374,"SERPINA3;NR4A1;IL24;CD27;PI3;RFFL"
"376","regulation of nucleocytoplasmic transport (GO:0046822)",0.0885004088320281,-1.87759702643368,"SMAD4;CDKN2A;TGFB3;IL18;CD27"
"377","regulation of lipoprotein lipase activity (GO:0051004)",0.070604179894043,-1.71618866253155,"NR1H2;TIPRL"
"378","lamellipodium assembly (GO:0030032)",0.070604179894043,-1.7097348115794,"LRRC16A;VAV2"
"379","protein K63-linked ubiquitination (GO:0070534)",0.0668922962326426,-1.67269465279124,"ITCH;CDKN2A"
"380","protein localization to endoplasmic reticulum (GO:0070972)",0.0720138980308271,-1.71941052750451,"SRP72;RPS5;RPL36;RPL29"
"381","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100)",0.0728080487362272,-1.72450936350817,"SMAD4;TGFB3;ACVR2A"
"382","wound healing (GO:0042060)",0.0775738553947082,-1.76170244667363,"SLC11A1;IL24;TGFBR2"
"383","response to mechanical stimulus (GO:0009612)",0.0853165580165942,-1.82392999202126,"SOX2;CRADD;BAG3;CASP2;TGFBR2"
"384","neuron fate commitment (GO:0048663)",0.0743816401044475,-1.72646401441579,"SOX2;SMAD4"
"385","ribonucleoside bisphosphate metabolic process (GO:0033875)",0.0782223027921813,-1.73730808368385,"CROT;SULT4A1"
"386","regulation of cell morphogenesis (GO:0022604)",0.0942555871533188,-1.86641860310436,"SMAD4;SEMA7A;FGD6;CCL11;TGFB3;ZNF703;LRRC16A;PDZD8;BRWD3"
"387","positive regulation of lymphocyte differentiation (GO:0045621)",0.0775738553947082,-1.72260837689491,"IL21;CD27;TGFBR2"
"388","mitotic cell cycle (GO:0000278)",0.0900492374920956,-1.82774686937703,"RFC5;SOX2;PSMA5;ERCC6L;ANKLE2;KIF2A;CDKN2A;DCTN3;PSME4"
"389","purine nucleoside bisphosphate metabolic process (GO:0034032)",0.0782223027921813,-1.72146455746448,"CROT;SULT4A1"
"390","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",0.0775738553947082,-1.71523656044604,"PSMA5;SEC61A2;PSME4"
"391","extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)",0.0782223027921813,-1.71993321798943,"CRADD;BAG3"
"392","collagen catabolic process (GO:0030574)",0.0751740776773267,-1.683412103013,"MRC2;COL15A1;COL14A1"
"393","nucleoside bisphosphate metabolic process (GO:0033865)",0.0782223027921813,-1.70576662748109,"CROT;SULT4A1"
"394","negative regulation of lymphocyte differentiation (GO:0045620)",0.0821238448556704,-1.73781818137464,"IFNB1;CDKN2A"
"395","positive regulation of bone mineralization (GO:0030501)",0.0743816401044475,-1.66162228862583,"TGFB3;ACVR2A"
"396","cartilage development (GO:0051216)",0.0775738553947082,-1.65519149960554,"EVC;PITX1;TGFBR2"
"397","positive regulation of intracellular protein transport (GO:0090316)",0.0966658420360893,-1.81052451893713,"SMAD4;TGFB3;IL18;CD27"
"398","palate development (GO:0060021)",0.0849714357228169,-1.68996626296211,"SMAD4;TGFB3;TGFBR2"
"399","regulation of interferon-gamma production (GO:0032649)",0.0875019326705735,-1.70860563645903,"IL21;SLC11A1;IL18"
"400","cellular response to external stimulus (GO:0071496)",0.100122593125863,-1.80403593739748,"CRADD;BAG3;CASP2;ATG7;FADS1"
"401","eye development (GO:0001654)",0.0875019326705735,-1.69712849518142,"SOX2;SHROOM2;MITF"
"402","positive regulation of cell development (GO:0010720)",0.104669899227958,-1.82651513321627,"SOX2;SMAD4;SEMA7A;TGFB3;ZNF703;DNMT3B;LRRC16A;SCARF1"
"403","regulation of cardiac muscle tissue growth (GO:0055021)",0.0782223027921813,-1.61596671440104,"COL14A1;TGFBR2"
